host_identity_verified,instant_bookable,construction_year,price,minimum_nights,number_of_reviews,reviews_per_month,review_rate_number,availability_365,cancellation_policy_moderate,cancellation_policy_strict,room_type_Hotel room,room_type_Private room,room_type_Shared room,last_review_year,last_review_month,days_since_last_review,property_age,neighbourhood_freq
0,0,2021.0,1014.0,3.0,10.0,1.26,2.0,108.0,True,False,False,True,False,2021,12,1297,4.0,3087
0,1,2008.0,183.0,4.0,3.0,0.58,4.0,320.0,True,False,False,False,False,2021,12,1297,17.0,208
0,0,2008.0,481.0,2.0,2.0,0.37,4.0,158.0,False,True,False,True,False,2021,12,1297,17.0,1323
1,1,2006.0,657.0,7.0,6.0,1.12,2.0,115.0,True,False,False,False,False,2021,12,1297,19.0,3541
1,0,2010.0,492.0,3.0,2.0,0.5,4.0,141.0,True,False,False,True,False,2021,12,1297,15.0,577
1,1,2004.0,182.0,2.0,11.0,1.63,4.0,168.0,False,False,False,False,False,2021,12,1297,21.0,911
0,0,2019.0,1171.0,1.0,13.0,2.06,4.0,365.0,False,False,False,True,False,2021,12,1297,6.0,3541
1,1,2005.0,187.0,5.0,3.0,0.53,4.0,364.0,True,False,False,True,False,2021,12,1297,20.0,1535
0,0,2020.0,676.0,2.0,1.0,0.33,2.0,365.0,False,True,False,True,False,2021,12,1297,5.0,57
0,1,2016.0,178.0,1.0,7.0,1.14,5.0,347.0,False,True,False,False,False,2021,12,1297,9.0,911
0,1,2019.0,853.0,1.0,3.0,0.58,5.0,359.0,True,False,False,False,True,2021,12,1297,6.0,249
1,1,2019.0,51.0,2.0,7.0,1.16,2.0,124.0,False,False,False,False,False,2021,12,1297,6.0,2017
1,0,2003.0,568.0,2.0,2.0,0.54,3.0,269.0,False,False,False,False,False,2021,12,1297,22.0,3541
0,0,2015.0,572.0,2.0,6.0,1.12,5.0,81.0,False,False,False,False,False,2021,12,1297,10.0,534
1,0,2017.0,314.0,2.0,9.0,1.69,3.0,365.0,False,False,False,False,False,2021,12,1297,8.0,3087
0,1,2013.0,811.0,2.0,7.0,1.3,3.0,154.0,False,True,False,False,False,2021,12,1297,12.0,911
0,1,2017.0,1057.0,1.0,1.0,0.33,5.0,247.0,False,True,False,True,False,2021,12,1297,8.0,1470
0,1,2009.0,1062.0,1.0,1.0,0.33,3.0,352.0,False,False,False,False,True,2021,12,1297,16.0,1382
1,0,2020.0,679.0,1.0,2.0,0.54,2.0,365.0,False,True,False,False,False,2021,12,1297,5.0,1337
0,0,2012.0,1078.0,2.0,4.0,0.96,4.0,24.0,False,True,False,False,False,2021,12,1297,13.0,234
0,1,2021.0,473.0,3.0,1.0,0.33,5.0,243.0,True,False,False,True,False,2021,12,1297,4.0,811
1,0,2019.0,251.0,1.0,5.0,1.34,5.0,318.0,False,False,False,False,False,2021,12,1297,6.0,3541
1,1,2012.0,1114.0,2.0,1.0,0.33,2.0,365.0,True,False,False,False,False,2021,12,1297,13.0,591
1,1,2021.0,272.0,3.0,1.0,0.33,5.0,73.0,False,True,False,True,False,2021,12,1297,4.0,1535
0,0,2020.0,989.0,1.0,1.0,0.33,4.0,362.0,True,False,False,False,False,2021,12,1297,5.0,418
0,0,2014.0,1080.0,2.0,1.0,0.33,3.0,365.0,False,True,False,True,False,2021,12,1297,11.0,534
0,0,2007.0,883.0,2.0,1.0,0.33,5.0,213.0,True,False,False,False,False,2021,12,1297,18.0,1470
0,1,2008.0,929.0,6.0,9.0,0.11,3.0,85.0,False,False,False,True,False,2021,12,1298,17.0,45
0,0,2013.0,87.0,1.0,10.0,0.13,4.0,365.0,True,False,False,True,False,2021,12,1298,12.0,36
1,0,2018.0,940.0,7.0,10.0,0.22,3.0,154.0,True,False,False,True,False,2021,12,1298,7.0,76
0,0,2005.0,272.0,1.0,89.0,2.06,2.0,361.0,False,True,False,False,False,2021,12,1298,20.0,148
0,0,2017.0,255.0,1.0,91.0,1.32,4.0,169.0,True,False,False,True,False,2021,12,1298,8.0,148
1,1,2019.0,103.0,3.0,85.0,1.54,5.0,200.0,False,True,False,False,False,2021,12,1298,6.0,2418
0,1,2008.0,492.0,1.0,23.0,0.53,2.0,27.0,False,True,False,True,False,2021,12,1298,17.0,349
0,1,2006.0,1007.0,7.0,13.0,0.31,2.0,319.0,False,False,False,False,False,2021,12,1298,19.0,179
0,1,2013.0,605.0,2.0,4.0,0.75,2.0,124.0,False,False,False,True,False,2021,12,1298,12.0,1026
0,1,2012.0,206.0,1.0,10.0,0.54,5.0,283.0,False,False,False,True,False,2021,12,1298,13.0,847
0,1,2013.0,397.0,5.0,11.0,0.58,2.0,358.0,False,False,False,False,False,2021,12,1298,12.0,96
1,1,2009.0,278.0,3.0,9.0,1.45,3.0,57.0,False,True,False,True,False,2021,12,1298,16.0,1323
0,0,2021.0,871.0,5.0,21.0,1.3,4.0,80.0,False,False,False,True,False,2021,12,1298,4.0,2418
0,0,2018.0,574.0,2.0,5.0,0.71,5.0,2.0,True,False,False,False,False,2021,12,1298,7.0,911
1,1,2005.0,643.0,1.0,3.0,0.33,4.0,172.0,False,True,False,False,False,2021,12,1298,20.0,1337
1,1,2008.0,661.0,1.0,15.0,1.72,3.0,180.0,True,False,False,True,False,2021,12,1298,17.0,3541
0,1,2004.0,1161.0,2.0,5.0,1.27,4.0,25.0,True,False,False,True,False,2021,12,1298,21.0,3087
0,1,2017.0,682.0,1.0,3.0,0.71,3.0,365.0,False,False,False,False,False,2021,12,1298,8.0,55
0,0,2016.0,1121.0,2.0,1.0,0.33,4.0,66.0,True,False,False,True,False,2021,12,1298,9.0,1470
1,0,2014.0,316.0,5.0,31.0,0.31,5.0,355.0,True,False,False,True,False,2021,12,1299,11.0,7
1,1,2007.0,786.0,5.0,8.0,0.19,5.0,92.0,False,True,False,False,False,2021,12,1299,18.0,183
1,0,2008.0,1115.0,4.0,5.0,0.11,2.0,4.0,True,False,False,False,False,2021,12,1299,17.0,1337
0,1,2009.0,383.0,3.0,17.0,1.1,2.0,216.0,False,True,False,False,False,2021,12,1299,16.0,349
1,0,2006.0,236.0,1.0,14.0,1.14,2.0,365.0,True,False,False,True,False,2021,12,1299,19.0,2418
0,0,2022.0,1197.0,2.0,3.0,0.37,4.0,365.0,True,False,False,True,False,2021,12,1299,3.0,74
1,1,2019.0,980.0,5.0,13.0,1.81,4.0,82.0,True,False,False,True,False,2021,12,1299,6.0,2418
0,1,2006.0,602.0,1.0,6.0,1.12,5.0,358.0,False,True,False,True,False,2021,12,1299,19.0,400
1,1,2014.0,1095.0,1.0,3.0,0.77,5.0,364.0,False,False,False,False,False,2021,12,1299,11.0,1337
0,1,2016.0,1041.0,1.0,1.0,0.32,3.0,354.0,False,False,False,False,True,2021,12,1299,9.0,116
0,1,2008.0,879.0,2.0,3.0,0.81,4.0,66.0,False,False,False,False,False,2021,12,1299,17.0,1337
1,1,2005.0,989.0,1.0,80.0,1.02,5.0,320.0,False,False,False,True,False,2021,12,1300,20.0,1205
1,0,2006.0,432.0,3.0,23.0,0.31,4.0,347.0,False,True,False,False,False,2021,12,1300,19.0,811
1,1,2015.0,662.0,1.0,15.0,0.59,2.0,365.0,False,False,False,True,False,2021,12,1300,10.0,519
1,1,2019.0,481.0,5.0,8.0,0.29,2.0,75.0,False,False,False,True,False,2021,12,1300,6.0,2017
0,0,2021.0,581.0,2.0,15.0,0.91,2.0,151.0,True,False,False,True,False,2021,12,1300,4.0,35
1,0,2017.0,191.0,1.0,3.0,0.53,3.0,364.0,False,False,False,False,False,2021,12,1300,8.0,1337
1,1,2007.0,297.0,3.0,1.0,0.32,3.0,54.0,True,False,False,True,False,2021,12,1300,18.0,190
0,1,2022.0,966.0,5.0,3.0,0.48,3.0,113.0,True,False,False,True,False,2021,12,1300,3.0,767
1,1,2003.0,887.0,4.0,3.0,0.44,5.0,281.0,False,False,False,True,False,2021,12,1300,22.0,3541
0,0,2004.0,1058.0,3.0,5.0,0.74,4.0,1.0,False,True,False,False,False,2021,12,1300,21.0,2017
0,0,2018.0,353.0,5.0,35.0,0.27,2.0,38.0,True,False,False,False,False,2021,12,1301,7.0,836
1,1,2008.0,248.0,1.0,23.0,0.8,5.0,180.0,False,True,False,True,False,2021,12,1301,17.0,349
1,1,2007.0,319.0,7.0,3.0,0.09,2.0,173.0,False,False,False,False,False,2021,12,1301,18.0,7
1,0,2009.0,765.0,4.0,19.0,0.55,4.0,107.0,False,True,False,False,False,2021,12,1301,16.0,1323
1,1,2017.0,1005.0,2.0,12.0,0.4,5.0,177.0,False,False,False,True,False,2021,12,1301,8.0,1470
0,0,2016.0,502.0,5.0,1.0,0.32,4.0,42.0,False,True,False,False,False,2021,12,1301,9.0,2017
1,1,2016.0,1127.0,3.0,3.0,0.57,3.0,361.0,False,False,False,False,False,2021,12,1301,9.0,249
0,0,2009.0,322.0,6.0,1.0,0.32,4.0,34.0,False,True,False,False,False,2021,12,1301,16.0,3087
0,0,2019.0,93.0,4.0,3.0,0.45,4.0,89.0,False,True,False,False,False,2021,12,1301,6.0,3087
1,0,2016.0,356.0,1.0,2.0,0.39,5.0,136.0,False,False,False,False,False,2021,12,1301,9.0,1535
0,0,2010.0,112.0,2.0,1.0,0.32,2.0,22.0,False,True,False,False,False,2021,12,1301,15.0,1535
1,1,2004.0,870.0,1.0,2.0,0.61,3.0,79.0,True,False,False,True,False,2021,12,1301,21.0,102
1,0,2013.0,734.0,7.0,16.0,0.15,3.0,334.0,True,False,False,False,False,2021,11,1302,12.0,811
0,1,2020.0,1142.0,5.0,17.0,0.16,2.0,347.0,False,True,False,True,False,2021,11,1302,5.0,148
0,0,2014.0,1155.0,4.0,11.0,0.28,5.0,223.0,False,False,False,False,False,2021,11,1302,11.0,379
1,1,2016.0,325.0,4.0,13.0,0.43,5.0,152.0,False,True,False,False,False,2021,11,1302,9.0,534
1,1,2018.0,241.0,1.0,47.0,1.62,2.0,365.0,False,True,False,True,False,2021,11,1302,7.0,96
1,1,2008.0,994.0,5.0,2.0,0.12,5.0,2.0,False,True,False,True,False,2021,11,1302,17.0,335
1,1,2013.0,50.0,5.0,3.0,0.22,4.0,365.0,False,True,False,True,False,2021,11,1302,12.0,13
1,0,2014.0,730.0,3.0,31.0,2.46,5.0,308.0,False,True,False,False,False,2021,11,1302,11.0,190
0,0,2021.0,1004.0,1.0,34.0,3.31,3.0,365.0,True,False,False,True,False,2021,11,1302,4.0,2017
1,1,2008.0,171.0,1.0,14.0,1.93,3.0,365.0,False,True,False,True,False,2021,11,1302,17.0,249
0,1,2005.0,528.0,3.0,1.0,0.25,3.0,4.0,False,False,False,False,False,2021,11,1302,20.0,693
0,0,2006.0,205.0,2.0,4.0,0.95,4.0,3.0,True,False,False,False,False,2021,11,1302,19.0,260
1,1,2017.0,118.0,2.0,83.0,0.86,5.0,342.0,True,False,False,False,False,2021,11,1303,8.0,250
1,0,2010.0,715.0,4.0,19.0,0.36,5.0,363.0,True,False,False,True,False,2021,11,1303,15.0,3541
1,1,2007.0,783.0,7.0,45.0,1.02,3.0,306.0,True,False,False,False,False,2021,11,1303,18.0,3541
0,1,2013.0,488.0,1.0,16.0,0.39,2.0,362.0,True,False,True,False,False,2021,11,1303,12.0,1337
0,1,2020.0,1096.0,6.0,19.0,0.54,2.0,129.0,True,False,False,False,False,2021,11,1303,5.0,222
0,0,2012.0,177.0,3.0,10.0,0.29,4.0,75.0,False,False,False,True,False,2021,11,1303,13.0,162
0,1,2011.0,467.0,2.0,45.0,1.38,3.0,153.0,False,True,False,False,False,2021,11,1303,14.0,349
1,1,2014.0,459.0,2.0,14.0,0.43,3.0,82.0,False,True,False,False,False,2021,11,1303,11.0,13
1,0,2013.0,851.0,5.0,16.0,0.47,5.0,62.0,False,False,False,False,False,2021,11,1303,12.0,208
0,0,2018.0,726.0,1.0,3.0,0.24,2.0,103.0,False,False,False,True,False,2021,11,1303,7.0,1535
1,1,2008.0,471.0,1.0,17.0,0.54,4.0,4.0,True,False,False,True,False,2021,11,1303,17.0,349
1,0,2004.0,496.0,3.0,17.0,0.58,3.0,26.0,False,True,False,False,False,2021,11,1303,21.0,3087
0,0,2012.0,959.0,1.0,11.0,0.42,4.0,169.0,False,False,False,True,False,2021,11,1303,13.0,534
1,1,2022.0,1108.0,2.0,12.0,0.73,4.0,364.0,False,False,False,False,False,2021,11,1303,3.0,103
0,0,2011.0,885.0,1.0,16.0,0.95,3.0,311.0,False,True,False,False,False,2021,11,1303,14.0,26
0,1,2021.0,114.0,1.0,16.0,1.56,2.0,45.0,False,False,False,False,False,2021,11,1303,4.0,16
1,0,2019.0,800.0,7.0,3.0,0.43,4.0,50.0,True,False,False,True,False,2021,11,1303,6.0,1026
1,0,2010.0,336.0,3.0,4.0,0.56,3.0,46.0,False,False,False,False,False,2021,11,1303,15.0,3087
0,1,2005.0,76.0,3.0,2.0,0.33,5.0,78.0,True,False,False,False,False,2021,11,1303,20.0,1535
0,0,2013.0,256.0,1.0,9.0,1.34,5.0,246.0,False,False,False,True,False,2021,11,1303,12.0,76
1,0,2007.0,926.0,1.0,4.0,0.79,2.0,314.0,True,False,False,True,False,2021,11,1303,18.0,1205
0,0,2017.0,369.0,7.0,1.0,0.31,4.0,294.0,True,False,False,True,False,2021,11,1303,8.0,1323
1,0,2019.0,325.0,5.0,30.0,0.29,4.0,247.0,True,False,False,False,False,2021,11,1304,6.0,1470
1,0,2010.0,946.0,4.0,26.0,0.28,2.0,55.0,False,True,False,False,False,2021,11,1304,15.0,259
0,1,2011.0,644.0,6.0,30.0,0.34,2.0,21.0,False,True,False,False,False,2021,11,1304,14.0,379
0,0,2016.0,1112.0,4.0,3.0,0.38,4.0,5.0,False,True,False,False,False,2021,11,1304,9.0,208
1,0,2015.0,619.0,2.0,19.0,0.32,5.0,358.0,False,False,False,True,False,2021,11,1304,10.0,2418
0,0,2008.0,562.0,2.0,51.0,0.86,5.0,270.0,False,True,False,False,False,2021,11,1304,17.0,3541
0,1,2017.0,803.0,4.0,70.0,1.18,5.0,10.0,True,False,False,True,False,2021,11,1304,8.0,3087
1,0,2018.0,763.0,2.0,27.0,0.49,4.0,263.0,True,False,False,False,False,2021,11,1304,7.0,83
0,0,2005.0,1036.0,1.0,27.0,0.53,3.0,10.0,False,True,False,True,False,2021,11,1304,20.0,360
0,0,2006.0,1173.0,3.0,80.0,1.6,4.0,28.0,False,True,False,True,False,2021,11,1304,19.0,520
1,0,2013.0,983.0,3.0,56.0,1.26,3.0,349.0,False,False,False,False,False,2021,11,1304,12.0,2418
0,1,2007.0,495.0,4.0,15.0,0.36,2.0,167.0,False,False,False,False,False,2021,11,1304,18.0,323
0,1,2006.0,1166.0,3.0,33.0,0.77,5.0,152.0,True,False,False,True,False,2021,11,1304,19.0,3
1,0,2005.0,1102.0,2.0,17.0,0.43,3.0,244.0,True,False,False,False,False,2021,11,1304,20.0,27
0,0,2021.0,751.0,4.0,44.0,1.08,5.0,176.0,False,True,False,False,False,2021,11,1304,4.0,3541
0,1,2016.0,398.0,2.0,18.0,0.5,5.0,57.0,False,False,False,False,False,2021,11,1304,9.0,3541
0,1,2021.0,116.0,2.0,22.0,0.64,5.0,365.0,False,False,False,True,False,2021,11,1304,4.0,692
1,0,2004.0,947.0,5.0,18.0,0.51,5.0,81.0,True,False,False,True,False,2021,11,1304,21.0,1323
1,0,2014.0,705.0,2.0,20.0,0.57,2.0,365.0,False,True,False,True,False,2021,11,1304,11.0,692
0,1,2021.0,1168.0,1.0,6.0,0.19,3.0,8.0,False,True,False,False,False,2021,11,1304,4.0,1535
0,0,2016.0,733.0,2.0,5.0,0.18,5.0,87.0,True,False,False,False,False,2021,11,1304,9.0,2017
0,1,2005.0,372.0,1.0,14.0,0.51,2.0,89.0,True,False,False,True,False,2021,11,1304,20.0,3087
1,0,2016.0,1148.0,4.0,6.0,0.28,5.0,13.0,True,False,False,True,False,2021,11,1304,9.0,3087
1,1,2007.0,862.0,2.0,9.0,1.17,2.0,22.0,False,True,False,True,False,2021,11,1304,18.0,836
1,1,2019.0,468.0,7.0,5.0,0.47,3.0,8.0,False,True,False,False,False,2021,11,1304,6.0,3087
0,1,2015.0,704.0,1.0,7.0,0.57,4.0,358.0,False,True,False,False,False,2021,11,1304,10.0,9
1,1,2021.0,423.0,1.0,5.0,0.49,5.0,365.0,False,False,False,True,False,2021,11,1304,4.0,116
1,0,2004.0,578.0,1.0,17.0,1.75,5.0,51.0,True,False,False,True,False,2021,11,1304,21.0,1470
1,0,2017.0,595.0,1.0,3.0,0.38,3.0,175.0,True,False,False,True,False,2021,11,1304,8.0,1337
0,0,2008.0,633.0,4.0,8.0,0.84,3.0,7.0,False,False,False,False,False,2021,11,1304,17.0,183
1,0,2003.0,1126.0,3.0,3.0,0.41,3.0,106.0,False,False,False,False,False,2021,11,1304,22.0,811
1,0,2005.0,1014.0,1.0,2.0,0.21,2.0,159.0,False,False,False,False,False,2021,11,1304,20.0,3541
0,0,2010.0,111.0,3.0,4.0,0.5,4.0,365.0,True,False,False,True,False,2021,11,1304,15.0,412
0,0,2017.0,503.0,1.0,1.0,0.31,5.0,59.0,True,False,False,True,False,2021,11,1304,8.0,1535
0,0,2006.0,240.0,1.0,22.0,2.81,3.0,82.0,True,False,False,False,False,2021,11,1304,19.0,693
1,1,2005.0,339.0,1.0,1.0,0.31,2.0,339.0,True,False,False,True,False,2021,11,1304,20.0,1535
1,0,2005.0,110.0,2.0,18.0,2.21,5.0,32.0,True,False,False,False,False,2021,11,1304,20.0,116
0,1,2003.0,961.0,5.0,1.0,0.31,2.0,63.0,False,False,False,False,False,2021,11,1304,22.0,418
1,0,2018.0,812.0,2.0,11.0,2.05,3.0,62.0,False,True,False,False,False,2021,11,1304,7.0,2
1,0,2022.0,351.0,1.0,2.0,0.38,4.0,324.0,False,True,False,False,False,2021,11,1304,3.0,911
1,0,2019.0,341.0,3.0,1.0,0.31,3.0,361.0,False,False,False,False,False,2021,11,1304,6.0,3087
0,1,2003.0,596.0,2.0,3.0,0.68,2.0,10.0,False,False,False,False,False,2021,11,1304,22.0,3087
1,1,2021.0,515.0,3.0,2.0,0.5,3.0,103.0,False,False,False,True,False,2021,11,1304,4.0,577
0,1,2018.0,449.0,1.0,4.0,0.9,2.0,363.0,True,False,False,False,False,2021,11,1304,7.0,1337
0,0,2021.0,779.0,1.0,8.0,1.75,5.0,287.0,False,False,False,False,False,2021,11,1304,4.0,362
0,0,2019.0,666.0,5.0,2.0,0.51,2.0,32.0,False,True,False,False,False,2021,11,1304,6.0,1535
1,1,2012.0,236.0,1.0,1.0,0.31,4.0,359.0,False,False,False,False,False,2021,11,1304,13.0,183
0,1,2006.0,723.0,1.0,4.0,1.14,5.0,365.0,False,False,False,True,False,2021,11,1304,19.0,519
0,0,2013.0,662.0,1.0,1.0,0.31,3.0,344.0,False,False,False,False,False,2021,11,1304,12.0,116
1,1,2018.0,779.0,3.0,30.0,0.27,4.0,6.0,False,True,False,False,False,2021,11,1305,7.0,1470
1,0,2010.0,844.0,3.0,4.0,0.74,3.0,329.0,False,True,False,False,False,2021,11,1305,15.0,520
1,0,2015.0,815.0,9.0,27.0,0.88,3.0,114.0,False,False,False,False,False,2021,11,1305,10.0,349
1,1,2008.0,135.0,6.0,11.0,0.14,2.0,120.0,False,True,False,True,False,2021,11,1305,17.0,45
0,1,2003.0,1109.0,3.0,59.0,0.75,2.0,142.0,False,False,False,False,False,2021,11,1305,22.0,1205
1,0,2017.0,673.0,5.0,30.0,0.43,5.0,83.0,True,False,False,True,False,2021,11,1305,8.0,74
1,0,2022.0,823.0,1.0,73.0,1.39,5.0,16.0,False,False,False,True,False,2021,11,1305,3.0,253
0,1,2010.0,672.0,3.0,21.0,0.41,2.0,112.0,False,True,False,False,False,2021,11,1305,15.0,3541
0,1,2003.0,917.0,3.0,32.0,0.73,4.0,246.0,False,False,False,False,False,2021,11,1305,22.0,138
1,0,2014.0,856.0,7.0,6.0,0.14,2.0,5.0,False,False,False,False,False,2021,11,1305,11.0,1470
0,1,2015.0,519.0,3.0,23.0,0.55,5.0,166.0,False,False,False,True,False,2021,11,1305,10.0,520
0,1,2018.0,832.0,1.0,72.0,1.78,4.0,2.0,False,False,False,False,False,2021,11,1305,7.0,400
0,1,2011.0,535.0,1.0,35.0,0.89,2.0,356.0,True,False,True,False,False,2021,11,1305,14.0,1535
1,1,2012.0,945.0,2.0,52.0,1.5,5.0,29.0,True,False,False,True,False,2021,11,1305,13.0,268
1,0,2016.0,1155.0,3.0,44.0,1.31,4.0,178.0,False,False,False,False,False,2021,11,1305,9.0,3541
0,1,2016.0,558.0,3.0,43.0,1.44,5.0,363.0,False,False,False,False,False,2021,11,1305,9.0,144
1,1,2015.0,937.0,1.0,10.0,0.34,4.0,252.0,False,True,True,False,False,2021,11,1305,10.0,577
1,0,2011.0,587.0,7.0,11.0,0.4,5.0,131.0,False,False,False,False,False,2021,11,1305,14.0,3541
0,1,2013.0,244.0,4.0,18.0,0.68,4.0,182.0,False,False,False,False,False,2021,11,1305,12.0,1205
1,1,2008.0,1027.0,2.0,6.0,0.63,4.0,70.0,True,False,False,False,False,2021,11,1305,17.0,3087
1,1,2004.0,377.0,1.0,8.0,0.98,5.0,5.0,False,True,False,False,False,2021,11,1305,21.0,577
0,1,2022.0,1145.0,3.0,21.0,2.35,2.0,63.0,False,True,False,False,False,2021,11,1305,3.0,79
1,1,2003.0,613.0,4.0,1.0,0.3,2.0,270.0,False,False,False,False,False,2021,11,1305,22.0,692
0,1,2012.0,819.0,6.0,2.0,0.38,5.0,297.0,False,True,False,True,False,2021,11,1305,13.0,260
1,1,2015.0,201.0,1.0,2.0,0.47,2.0,88.0,False,True,False,False,False,2021,11,1305,10.0,162
1,1,2004.0,373.0,1.0,1.0,0.3,5.0,365.0,False,True,False,True,False,2021,11,1305,21.0,1323
1,0,2022.0,1133.0,1.0,3.0,0.69,5.0,331.0,True,False,False,False,False,2021,11,1305,3.0,348
1,0,2017.0,801.0,1.0,1.0,0.3,2.0,42.0,True,False,False,False,False,2021,11,1305,8.0,1323
1,0,2014.0,88.0,3.0,26.0,0.24,2.0,246.0,False,True,False,False,False,2021,11,1306,11.0,811
1,0,2022.0,849.0,2.0,36.0,1.46,3.0,53.0,False,True,False,True,False,2021,11,1306,3.0,412
0,1,2011.0,1048.0,2.0,31.0,1.48,4.0,91.0,False,False,False,False,False,2021,11,1306,14.0,1
1,0,2015.0,1101.0,1.0,8.0,0.82,4.0,365.0,False,True,False,False,False,2021,11,1306,10.0,25
1,0,2011.0,912.0,3.0,5.0,0.93,3.0,75.0,False,True,False,False,False,2021,11,1306,14.0,16
1,0,2018.0,397.0,7.0,4.0,0.42,4.0,155.0,False,False,False,False,False,2021,11,1306,7.0,3087
1,1,2019.0,309.0,2.0,19.0,1.39,4.0,216.0,False,False,False,False,False,2021,11,1306,6.0,138
1,0,2011.0,156.0,1.0,9.0,0.86,2.0,180.0,False,False,False,True,False,2021,11,1306,14.0,88
0,1,2003.0,110.0,2.0,7.0,0.67,2.0,344.0,False,False,False,False,False,2021,11,1306,22.0,115
0,0,2018.0,232.0,1.0,3.0,0.71,3.0,365.0,False,False,False,True,False,2021,11,1306,7.0,96
0,0,2006.0,822.0,1.0,2.0,0.58,5.0,78.0,False,False,False,False,False,2021,11,1306,19.0,144
1,0,2008.0,703.0,6.0,37.0,0.35,5.0,182.0,False,False,False,False,False,2021,11,1307,17.0,3541
0,0,2015.0,231.0,1.0,51.0,1.23,5.0,129.0,False,False,False,True,False,2021,11,1307,10.0,349
1,0,2018.0,970.0,1.0,11.0,0.6,2.0,110.0,False,False,True,False,False,2021,11,1307,7.0,323
0,0,2012.0,1171.0,1.0,19.0,1.4,4.0,85.0,False,False,False,True,False,2021,11,1307,13.0,3087
0,1,2017.0,816.0,1.0,17.0,1.61,4.0,349.0,False,False,False,True,False,2021,11,1307,8.0,519
0,0,2022.0,252.0,2.0,11.0,1.19,4.0,167.0,False,False,False,True,False,2021,11,1307,3.0,189
1,0,2003.0,92.0,7.0,4.0,0.78,2.0,8.0,True,False,False,False,False,2021,11,1307,22.0,3087
1,1,2006.0,111.0,3.0,1.0,0.24,2.0,87.0,False,False,False,True,False,2021,11,1307,19.0,692
1,1,2008.0,450.0,1.0,68.0,0.87,3.0,294.0,False,True,False,True,False,2021,11,1308,17.0,14
0,1,2008.0,234.0,1.0,2.0,0.39,2.0,181.0,False,True,False,True,False,2021,11,1308,17.0,89
0,1,2009.0,651.0,2.0,3.0,0.25,5.0,83.0,False,True,False,False,False,2021,11,1308,16.0,3087
0,1,2010.0,1060.0,1.0,1.0,0.29,5.0,272.0,False,True,False,False,False,2021,11,1308,15.0,1337
1,0,2022.0,1044.0,1.0,1.0,0.29,5.0,221.0,False,False,False,False,False,2021,11,1308,3.0,1337
1,1,2021.0,448.0,4.0,1.0,0.23,4.0,10.0,False,False,False,False,False,2021,11,1308,4.0,1535
0,1,2019.0,371.0,2.0,18.0,0.2,3.0,362.0,False,False,False,True,False,2021,11,1309,6.0,3541
1,1,2022.0,455.0,2.0,29.0,1.42,4.0,235.0,False,False,False,True,False,2021,11,1309,3.0,1382
0,0,2011.0,153.0,3.0,5.0,0.45,2.0,362.0,False,True,False,False,False,2021,11,1309,14.0,135
0,1,2004.0,154.0,2.0,10.0,1.2,2.0,339.0,False,False,False,False,False,2021,11,1309,21.0,3087
0,1,2011.0,248.0,5.0,3.0,0.4,5.0,365.0,False,False,False,True,False,2021,11,1309,14.0,83
0,0,2008.0,634.0,5.0,7.0,0.86,4.0,7.0,False,True,False,True,False,2021,11,1309,17.0,3087
1,0,2009.0,338.0,3.0,2.0,0.35,4.0,88.0,False,True,False,True,False,2021,11,1309,16.0,1470
0,0,2015.0,66.0,3.0,55.0,0.54,3.0,335.0,True,False,False,True,False,2021,11,1310,10.0,3541
0,0,2018.0,173.0,3.0,74.0,0.63,5.0,45.0,True,False,False,False,False,2021,11,1310,7.0,259
0,1,2020.0,939.0,6.0,76.0,0.99,5.0,214.0,False,False,False,False,False,2021,11,1310,5.0,135
0,1,2008.0,1038.0,1.0,31.0,0.75,4.0,4.0,False,False,False,True,False,2021,11,1310,17.0,349
1,0,2007.0,305.0,3.0,1.0,0.29,4.0,343.0,True,False,False,False,False,2021,11,1310,18.0,1205
0,0,2013.0,309.0,1.0,8.0,0.94,2.0,28.0,False,True,False,True,False,2021,11,1310,12.0,3087
0,0,2014.0,1186.0,2.0,34.0,0.56,2.0,292.0,False,True,False,False,False,2021,11,1311,11.0,811
1,1,2006.0,243.0,1.0,3.0,0.11,2.0,352.0,False,True,False,True,False,2021,11,1311,19.0,1337
1,0,2017.0,1045.0,1.0,1.0,0.29,2.0,364.0,False,False,False,False,False,2021,11,1311,8.0,250
0,0,2018.0,393.0,1.0,22.0,0.72,4.0,365.0,False,True,True,False,False,2021,11,1311,7.0,519
0,1,2009.0,230.0,1.0,26.0,0.8,5.0,363.0,False,True,False,False,True,2021,11,1311,16.0,693
1,0,2003.0,953.0,2.0,34.0,1.18,5.0,88.0,False,False,False,False,False,2021,11,1311,22.0,271
0,1,2009.0,281.0,1.0,31.0,1.77,5.0,353.0,False,False,False,False,True,2021,11,1311,16.0,519
1,0,2008.0,457.0,2.0,30.0,3.06,5.0,214.0,False,True,False,True,False,2021,11,1311,17.0,148
1,0,2004.0,657.0,1.0,14.0,0.9,2.0,284.0,False,False,False,False,False,2021,11,1311,21.0,93
0,0,2011.0,404.0,2.0,10.0,0.81,3.0,298.0,False,False,False,True,False,2021,11,1311,14.0,74
1,0,2005.0,406.0,4.0,6.0,1.07,4.0,206.0,False,True,False,True,False,2021,11,1311,20.0,1535
1,0,2012.0,682.0,2.0,3.0,0.58,4.0,88.0,False,False,False,False,False,2021,11,1311,13.0,3087
